,age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,label_value,score
14446,40,Local-gov,240504,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1
14447,38,Local-gov,287658,Masters,14,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Jamaica,<=50K,0,0
14448,33,Federal-gov,391122,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,0,0
14449,46,Private,171095,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K,0,0
14450,28,Private,162551,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,48,China,<=50K,0,0
14451,73,Self-emp-not-inc,109833,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K,0,0
14452,22,Private,263670,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,80,United-States,<=50K,0,0
14453,25,Private,248313,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14454,30,Private,29522,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,0,0
14455,43,Private,247162,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,0
14456,54,Private,172281,Masters,14,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K,1,1
14457,19,Private,159313,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14458,33,Private,172498,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0
14459,31,Private,288566,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,>50K,1,1
14460,49,Private,187370,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K,1,1
14461,56,Self-emp-inc,258883,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14462,28,Private,138054,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Other,Male,0,0,40,United-States,<=50K,0,0
14463,34,Private,227359,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42,United-States,<=50K,0,0
14464,19,Private,109005,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,0,0
14465,41,Private,268183,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1,1
14466,41,Private,599629,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,>50K,1,1
14467,36,Private,143385,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14468,22,Private,189924,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0
14469,39,Local-gov,327164,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,0
14470,20,Private,184779,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K,0,0
14471,43,Self-emp-not-inc,163108,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States,<=50K,0,0
14472,20,Private,286391,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2176,0,20,United-States,<=50K,0,0
14473,20,Private,653574,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,33,El-Salvador,<=50K,0,0
14474,21,Private,325923,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K,0,0
14475,54,Private,143865,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K,0,0
14476,46,Self-emp-not-inc,317253,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K,0,0
14477,41,Self-emp-not-inc,229148,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,60,Jamaica,<=50K,0,0
14478,39,Private,147548,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14479,52,Private,159670,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14480,21,Private,370990,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,0
14481,46,Private,224202,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0,0
14482,24,Private,162312,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,South,<=50K,0,0
14483,60,Private,223696,1st-4th,2,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,38,Dominican-Republic,<=50K,0,0
14484,54,Private,178946,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,1,1
14485,18,Self-emp-not-inc,87169,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0,0
14486,56,Federal-gov,156229,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K,1,1
14487,24,Private,163665,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,2174,0,40,United-States,<=50K,0,0
14488,19,Self-emp-not-inc,30800,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,0,0
14489,26,Private,250066,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14490,22,Self-emp-not-inc,269474,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,0,0
14491,41,Private,107306,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,40,United-States,<=50K,0,0
14492,65,Private,176796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14493,53,Self-emp-not-inc,297796,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14494,49,Private,237920,Doctorate,16,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0,0
14495,52,Self-emp-inc,74712,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,1,1
14496,33,Private,55176,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14497,56,Self-emp-not-inc,60166,1st-4th,2,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,65,United-States,<=50K,0,0
14498,54,Private,185407,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,1,1
14499,22,Private,378104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0
14500,39,Private,67433,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14501,23,Private,194247,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14502,43,Private,191547,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico,<=50K,0,0
14503,71,Private,137499,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0,0,16,United-States,<=50K,0,0
14504,30,Private,207937,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,10520,0,50,United-States,>50K,1,1
14505,20,Private,162688,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,38,United-States,<=50K,0,0
14506,58,Private,275859,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,8614,0,52,Mexico,>50K,1,1
14507,31,Private,164569,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,48,United-States,<=50K,0,0
14508,36,Private,66304,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1,1
14509,52,Private,146767,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1,1
14510,38,Private,168680,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,0,0
14511,63,Federal-gov,95680,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18,United-States,>50K,1,1
14512,32,Private,194426,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,United-States,>50K,1,1
14513,27,Local-gov,137629,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,>50K,1,1
14514,24,Private,202570,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,United-States,<=50K,0,0
14515,30,Local-gov,348802,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,0,0
14516,33,Private,96635,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,26,South,<=50K,0,0
14517,38,Federal-gov,216924,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14518,31,Private,487742,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0
14519,28,Private,67661,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K,0,0
14520,18,Private,126142,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K,0,0
14521,29,Private,285290,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0
14522,33,Private,155781,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,1,1
14523,49,Private,120629,Some-college,10,Widowed,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K,0,0
14524,51,Private,228516,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,45,Columbia,<=50K,0,0
14525,48,Private,265295,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1
14526,42,State-gov,333530,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,1,1
14527,29,Private,162312,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0,0,40,United-States,<=50K,0,0
14528,37,Private,168475,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1
14529,18,Private,183034,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K,0,0
14530,55,Private,151474,Bachelors,13,Never-married,Tech-support,Other-relative,White,Female,0,1590,38,United-States,<=50K,0,0
14531,55,Private,135803,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,1579,35,India,<=50K,0,0
14532,37,State-gov,150566,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K,0,0
14533,48,Private,155862,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,<=50K,0,0
14534,47,Private,122026,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0
14535,41,Private,267252,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40,United-States,>50K,1,1
14536,57,Local-gov,189824,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,7298,0,40,United-States,>50K,1,1
14537,51,Private,279156,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,1,1
14538,34,Private,183473,HS-grad,9,Divorced,Transport-moving,Own-child,White,Female,0,0,40,United-States,<=50K,0,0
14539,28,Private,33895,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0
14540,56,Federal-gov,187873,Masters,14,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0
14541,37,Private,117381,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,0,0
14542,23,Private,209955,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14543,61,Private,71209,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K,1,1
14544,19,Private,63814,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,18,United-States,<=50K,0,0
14545,46,Private,504725,5th-6th,3,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,50,Mexico,<=50K,0,0
14546,26,Private,172230,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14547,31,Private,163003,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,0,0
14548,57,Private,73051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14549,41,Private,195661,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,54,United-States,<=50K,0,0
14550,45,State-gov,231013,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14551,34,Private,226385,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0
14552,31,Local-gov,121055,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,>50K,1,1
14553,41,Private,142717,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,36,United-States,<=50K,0,0
14554,37,Private,113120,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14555,27,Private,218184,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K,0,0
14556,18,Private,234428,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,0,0
14557,19,Private,109854,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0
14558,42,Private,201495,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14559,48,State-gov,99086,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0
14560,30,Private,75573,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,Germany,<=50K,0,0
14561,32,Private,157747,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K,0,0
14562,46,Private,295791,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,0
14563,30,Private,222162,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,United-States,<=50K,0,0
14564,37,Private,179731,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,0,0
14565,20,Private,431745,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,14,United-States,<=50K,0,0
14566,50,Self-emp-not-inc,99894,5th-6th,3,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K,0,0
14567,48,Private,45612,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,<=50K,0,0
14568,25,Local-gov,63996,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14569,22,Private,222490,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K,0,0
14570,21,Private,34506,HS-grad,9,Separated,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K,0,0
14571,37,Self-emp-inc,382802,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,99,United-States,>50K,1,1
14572,28,Private,119793,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,<=50K,0,0
14573,42,Self-emp-not-inc,222978,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,0
14574,27,Private,187746,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,0,0
14575,49,Private,128736,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0
14576,49,Private,147322,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,Peru,<=50K,0,0
14577,50,Private,266945,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3137,0,40,El-Salvador,<=50K,0,0
14578,20,Private,169600,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,2176,0,12,United-States,<=50K,0,0
14579,28,Private,167062,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0
14580,28,Federal-gov,183445,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,70,Puerto-Rico,<=50K,0,0
14581,37,Private,79586,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Iran,<=50K,0,0
14582,25,Private,66622,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,0,0
14583,20,Private,234474,Some-college,10,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,0,0
14584,42,State-gov,117583,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,60,United-States,>50K,1,1
14585,26,Private,340335,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14586,47,Private,176140,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,>50K,1,1
14587,41,Private,204235,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,1
14588,42,Private,36271,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,1
14589,58,Private,248739,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,53,United-States,>50K,1,1
14590,51,Local-gov,155118,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,70,United-States,>50K,1,1
14591,56,Private,75785,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1
14592,35,Private,30529,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14593,34,Private,173806,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,4865,0,60,United-States,<=50K,0,0
14594,50,Private,163948,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,1
14595,30,Private,377017,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K,0,0
14596,29,Federal-gov,339002,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1,1
14597,37,Private,271767,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K,1,1
14598,32,Private,420895,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14599,28,Private,299422,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,0,0
14600,60,Private,367695,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1,1
14601,18,Self-emp-inc,119422,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,30,India,<=50K,0,0
14602,42,State-gov,109462,Bachelors,13,Divorced,Adm-clerical,Unmarried,Black,Female,2977,0,40,United-States,<=50K,0,0
14603,33,Self-emp-not-inc,127894,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1,1
14604,31,Private,204752,12th,8,Never-married,Sales,Own-child,White,Male,0,0,32,United-States,<=50K,0,0
14605,35,Self-emp-not-inc,147258,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K,0,0
14606,38,Self-emp-not-inc,239045,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1,1
14607,36,Private,257942,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14608,38,State-gov,31352,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K,1,1
14609,46,Private,138370,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,1651,40,China,<=50K,0,0
14610,33,Private,408813,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0
14611,35,Private,170797,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14612,53,Private,347446,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,0,0
14613,17,Private,163836,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K,0,0
14614,32,Private,161075,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0
14615,27,Private,216481,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14616,25,Private,60358,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,0,0
14617,31,Local-gov,331126,Bachelors,13,Never-married,Protective-serv,Own-child,Black,Male,0,0,48,United-States,<=50K,0,0
14618,57,Private,134195,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14619,22,Private,154422,Some-college,10,Divorced,Sales,Own-child,Asian-Pac-Islander,Female,0,0,30,Philippines,<=50K,0,0
14620,31,Private,167319,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14621,29,Private,138537,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K,0,0
14622,21,Private,301694,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Mexico,<=50K,0,0
14623,25,Private,199545,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,15,United-States,<=50K,0,0
14624,28,Private,297742,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,0,0
14625,43,Private,152159,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,0,0
14626,24,Private,247564,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14627,26,Private,139116,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,50,United-States,<=50K,0,0
14628,48,Federal-gov,100067,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0
14629,33,Private,170651,HS-grad,9,Never-married,Other-service,Own-child,White,Female,1055,0,40,United-States,<=50K,0,0
14630,49,Private,81654,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1,1
14631,47,Private,74305,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14632,51,Private,200576,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14633,38,Private,235379,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K,0,0
14634,60,Private,109530,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States,>50K,1,1
14635,42,Private,39324,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14636,43,Private,334991,Some-college,10,Separated,Transport-moving,Unmarried,White,Male,4934,0,51,United-States,>50K,1,1
14637,41,Private,242619,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,<=50K,0,0
14638,42,Private,116632,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1,1
14639,35,Private,189240,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0
14640,19,Private,389942,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0
14641,59,Local-gov,171328,HS-grad,9,Separated,Protective-serv,Other-relative,Black,Female,0,2339,40,United-States,<=50K,0,0
14642,42,Private,168515,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14643,44,Private,54507,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14644,68,Self-emp-not-inc,166083,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,1
14645,44,Private,194924,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K,1,1
14646,53,Private,217568,HS-grad,9,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0
14647,58,Private,205896,HS-grad,9,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K,0,0
14648,47,Private,216999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0,0
14649,51,Local-gov,35211,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,0
14650,40,Private,379919,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14651,42,Self-emp-inc,277488,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,65,United-States,>50K,1,1
14652,19,State-gov,127085,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K,0,0
14653,63,Private,237620,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,0,0
14654,35,Private,263081,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,>50K,1,1
14655,29,Self-emp-not-inc,178564,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K,0,0
14656,37,Private,312766,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0
14657,20,Local-gov,247794,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K,0,0
14658,37,Private,359131,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,<=50K,0,0
14659,42,Private,196797,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,38,United-States,<=50K,0,0
14660,63,Self-emp-not-inc,168048,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,0,0
14661,54,Private,108960,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0
14662,26,Private,328663,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,40,United-States,<=50K,0,0
